case_id,customer_message,amazon_response
1546419,Amazonプライム切ってなくて年会費取られてたつらい😰😰😰,@478860 (2/2)なお、有料会員移行後にAmazonプライム特典のご利用がない場合は、会員登録の終了と年会費のご返金を承っております。詳細は、こちらのヘルプページをご参照ください。https://t.co/Aw1gyOpOa2 HM
235703,@AmazonHelp Didn’t received the email,"@172139 I've just checked, a correspondence has been sent. Please check. ^HD"
235713,@115850 @172142 Hopefully you make even other customers happy.  Waiting for phone contest winners. @115850. #EagerlyWaiting,"@172141 Definitely, Vishal. Please stay tuned for the results as the winners are approached by our team personally. ^NK"
235717,@AmazonHelp Arriving early sounds much sweeter in my inbox. 😃 whereas @172144 @149473 is like there might be a delay in shipment due to some or the other reasons. @17256 #muchtoimprove .,"@172143 Hello Shivam, I’m glad to know that! Happy Shopping! ^GU"
235754,I didn't expect a parcel I ordered to be already opened @115830 @126705. Smh. How do I contact you and leave formal feedback?,@172150 I'm sorry to hear this occurred. Was anything missing?  ^CO
235757,"@115850 need small assistance, added 1k in amazon pay but still not reflecting in account. Pls help",@172151 Sorry for the trouble. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
235759,"Sagt mal, @116316, wie kann es denn sein, dass ein Logistikpartner eine Sendung ""nicht ausfindig machen kann"" und noch Partner ist?","@172152 Sollte zwar nicht sein, aber es kann mal passieren, das etwas unterwegs verloren geht. ^RS"
235767,@AmazonHelp Great..,"@169618 Thank you for your participation, Arun and good luck. Do keep us posted. ^SB"
235769,"@AmazonHelp @169618 Arun better you buy buy own... There is very less number of possibility,they have not dissclose how many device r in prize use intelligence","@172155 Prime Video is just getting started, and we will continue to add new content. Keeping checking PrimeVideo (1/2) ^CB"
863831,@AmazonHelp Dann werd ich mich da wohl mal melden,"@325142 Ja, mach das bitte. ^BL"
2857261,"@AmazonHelp I'm prime member and I have order from Sunday and still not shipped yet?
Order no: 112-4004867-5144244",@794122 Could you please help us with the estimated delivery date of your order? ^NR 1/2
359490,".@AmazonHelp i never saw that option. I was waiting for it. Where does it occur in the setting up process please, so i can reset &amp; *restore*",@201137 Let's do live troubleshooting to find the correct steps! Please give us a call or chat here: https://t.co/JzP7hlA23B ^TG
2857287,@115821 seriously #amazonprime all this for a 10in bread knife #waste #Amazon https://t.co/ABuXPpRRGt,@794125 We're always looking to make improvements. Please send us your feedback and pictures here: https://t.co/rDY6InYdBA ^VS
359503,@AmazonHelp Welche Sprachen sind bei diesem Film enthalten und wo hätte ich das selbst herausfinden können? https://t.co/iozLNemSMu,"@201139 Hi, der Film ist in deutsch. Die Originalversion hätte [OV] oder [dt./OV] im Titel. Lieber Gruß ^SI"
1284489,"WOW @115821 whatever you did to your #Roku channel is absolutely terrible! You're now the slowest around, layout sucks too. #goback","@420465 Sorry to hear you're not happy with the layout. If streaming is slow, please see troubleshooting here: https://t.co/ckad0MAUjD ^CJ"
1284506,@115830 account on hold thru on fault of my own for 3 weeks. No help from @AmazonHelp. Call back within 24 hours yeah right,@420470 I'm sorry you haven't heard back. The Account Specialists are an email support team. Have you received any emails? ^AJ
760231,勝手にプライムにすんのやめろや,@301632 Amazonプライム無料体験をご利用ではありませんか？その場合、自動更新設定をオフにしていないと30日後に有料会員へ移行します。年会費請求時より特典未使用であればキャンセルと同時に返金いたします。 https://t.co/B5d8ID3epv  SM
760235,Expecting my order today but there has been no updation of tracking detail neither have I received any msg from @115850 regarding this https://t.co/ET6TO7sEOn,@301634 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN
1284527,@AmazonHelp Even when it’s been shipping soon for five days?,@420475 Some items do have longer processing times. Have we missed the expected delivery date? Check here: https://t.co/Y5jpI9gRhE ^KL
1284544,@AmazonHelp @AmazonHelp  not satisfied with answer.,"@419993 My apologies for the trouble, Avinash. Kindly allow us sometime as we try to have this fixed.  ^KS"
2495749,@AmazonHelp Submitted since ANOTHER day went by and AMZL failed to deliver again,"@712278 I'm sorry it still hasn't been delivered. I've confirmed we received your message, and are escalating this further. ^SY"
1284548,@AmazonHelp Hey. Any way I can pre-download WWII if I’ve pre-ordered with you?,"@420479 Once the game has been released, it will be ready to download from your account. For more info: https://t.co/eZaHYmOpIn ^TK"
1284551,@115821 @AmazonHelp Deadline please...i cant wait for ages,@322303 We're following up with your issue and we'll get in touch with you once we receive an update from our team. ^SQ
1284553,@AmazonHelp Mañana pero aún no lo envían,@420480 (2/2) recibirás un correo electrónico con más detalles del envío. ^LG
1020142,"@115851 @115850  @40577 Really disappointed with amazon service..very rude attitude of staff ... without any default I have to face difficulties!!
Order id # 408-0217843-5485938

@40578 @40579 @AmazonHelp","@199900 I understand your disappointment. We'd like to help you, if you've shared the details in the link provided here: https://t.co/ple5Ddauhc, we'll look into it and get back to you at the earliest. (1/2) ^MO"
359522,"@AmazonHelp You guys are jerk..
Go die you Morons.. 
Refund my Money you Idiots","@201142 Sorry for the trouble with your order. If you've paid for the order, the refund (1/2)^SQ"
1284561,@115821 How ya damage a beanie cuz? I need answers. https://t.co/RtJVMB3TvR,"@420481 I'm sorry your package was damaged. Packages are refunded when they are returned? 
 Can you tell us who the carrier was? ^AJ"
2495754,I just got a @125066 Switch Mario Odyssey bundle off of @115821 Thursday and the tablet body is already warped. 😧😟😞,"@346110 Oh no! Check what options are available in the return center here:https://t.co/cG6JBM8f5x. Let us know, we'd love to help! ^SK"
1022538,"@44868 @115821 has your book all messed up, Ordered a fresh copy and this is how it came ☹️😢😭. https://t.co/E0wVyFPC4a",@361961 Oh no! I'm sorry about the damaged book. Was if fulfilled by Amazon or a third-party seller on the site? ^AR
760402,は？Amazonで配達できなかったから返金しますって商品届いたんだけど？他のとこで買っちゃったし困るが,@301688 ご迷惑をおかけしております。ご投稿の問題につきましては、カスタマーサービスにて詳細を確認のうえご案内させていただきます。お手数をおかけいたしますが、よろしければ、以下リンクよりお問い合わせください。https://t.co/J6YEizo6qC　SM
2595411,Shout to @115821 and their shitty customer service my supplements still aren't here😡😡😡 #thirdstrikeyoureout,@400425 I'm sorry you haven't yet received your order. Please let us know what the current shipping updates show. You can find that information here: https://t.co/TQowC2df6k  ^SE
1022546,@AmazonHelp I don't know what's going on?? https://t.co/QCYS17Y8Le,@143734 I'm sorry for the trouble. Have you called us to discuss the legitimacy of the error message: https://t.co/jzvkhdlrK5? 1/2
1022552,@AmazonHelp Nope. 2 locker deliveries in a few days and Zero notifications.,@361964 I'm so sorry to hear this. Were you about to pick-up your package or you are still waiting for the pick-up code? ^LH
2595417,@116875 me saludaron o no mi compra me urge saber en la apps de ustedes no tienen un Núm de teléfono para quedas aparte que la tinta y impresora estaban más baratos la aem pasada ahora cuestan $ 300 más este es el buen fin,"@734900 Hola, si realizaste una compra correctamente deberías recibir un e-mail de confirmación en tu cuenta de correo electrónico. También puedes revisar tu sección de pedidos mediante este enlace: https://t.co/jQ57zJ7MAL 
^CB"
2595420,@117795 just signed up last Friday order a package didn't receive it. Now I have to pick it up at the post office. I cancelled my subscription. Must be a world record.,"@734901 I'm sorry you've not received your order, it's never our intent to let you down. We're here if you need further assistance. ^KL"
2333279,@AmazonHelp USPS,@552703 Please contact us to submit carrier feedback and review our options: https://t.co/hApLpMlfHN ^WT
760422,@AmazonHelp I have a product that has already been replaced once as faulty. Same problem again. How can I speak to someone now?,@301692 Oh no! Please reach out to us here via phone or chat: https://t.co/JzP7hlRCV9 so we can look into our options together. ^ZW
2333286,@AmazonHelp will this actually be here by tommorow? https://t.co/6UsMK1EK2O,"@670312 We intend for this to come as stated in your tracking, Hayden! We can deliver up until 8PM. Keep us posted! ^KJ"
760427,"@AmazonHelp sì lunedì 16, ma doveva arrivare mercoledì 4","@301694 Mi spiace, il tuo ordine è stato già spedito? ^ST"
760430,"non male @120540, solo 12 giorni di ritardo (se tutto va bene), però anche un buono da 5€ per il disagio","@301694 Mi dispiace per il ritardo Antonio, ti è stata fornita una nuova data di consegna? ^MZ"
760442,@AmazonHelp To be fair to @115830 they have resolved the issue via the online chat service. Thanks,@301697 This is wonderful news! Thanks for letting us know. We're always happy to help out in any way we can! ^WJ
760439,@AmazonHelp No email at all.Just a notification on my app saying delayed. Not happy as was a gift.just looked at the product again and it's been reduced,@301697 Oh no! Let's investigate this together by phone or chat here: https://t.co/JzP7hlA23B and find a resolution. ^TG
236159,"@AmazonHelp hello, I'd like to cancel my Prime membership but it tells me it's not even active yet?",@172247 That's unusual... How long ago was your Prime charged? Did you receive an e-mail confirming the subscription? ^MJ
760448,@AmazonHelp They are rubbish. Saying they have checked and delivery was made. It wasn't.  Neither myself or neighbours have taken delivery.  What now?,"@301698 That's odd! We'd like to look into it. Kindly share your details here: https://t.co/beaaDm0muc, we'll get back to you soon. ^AP"
236169,@119625 Can u please tell me the concerned contact regarding film acquisition in india.,@172248 We're responding to your query via DM. Would request you to have a look at it. ^AB
236175,@AmazonHelp How long will i hve to wait for this?,@172248 Sorry for the delay. Please check here: https://t.co/NTkrxpsbHJ if you've received an email correspondence from our team. ^KA
760466,"@115850 @43163 both stolen my 299₹ amzon says v issued nd bank says v didn't recv it,guys nvr go for online shopin or wid fedbank",@301702 Sorry for the trouble with your refund. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SQ
760468,@AmazonHelp Done...,"@301702 Thank you for sharing your details. Once we receive them, we'll check your concern and assist you accordingly. ^SV"
236180,"@AmazonHelp Reply to your email has been sent.
Please check",@172248 Thank you for your revert. We'll reach out to you with an update at the earliest. ^SA
760471,"@301704 FF外から失礼します。
いきなり質問で申し訳ないのですが私はAmazonで予約をしましたが、メールで振込の番号？みたいなのが送られてくるはずなのが送られてきてなく、お金をまだ払っていません。もしAmazonで予約していたらお教えして頂きたいです。
お返事頂けると嬉しいです。",@301703 お支払い番号は、出荷準備に入り次第メールでお知らせします。予約商品の場合、商品によって発売日当日、またはそれ以降に入荷されてから出荷準備が開始される場合があります。発売日を目安にお待ちください。https://t.co/Zli52b6NFD　SM
760474,@Amazonhelp Twanna S. told me that my wedding gift ordered a month ago is coming while I'm away and that they can't change date https://t.co/1D6reeivBm,"@301352 When you spoke with us, what options or insight did we provide? ^CO"
236189,@AmazonHelp Please update on priority.,"@145298 Hi, please contact us here: https://t.co/LsXqcJiy4K so an agent can look into this further for you. ^JJ"
498353,"@AmazonHelp Delivered by USPS. I have been told by each of the support reps that they will be filing an investigation, and would monitor/follow up personally by a certain date. That date passes, I follow up, and the new rep tells me that an investigation needs to be filed. Rinse and repeat.","@233967 I'd like to have a specialist from our team take another look at the order. For us to do so, please provide the requested details in this secure link: https://t.co/OjznhdCXxC. Thanks! ^CS"
236211,@AmazonHelp Your option menu doesn't cover this contingency without telling me it will charge me for a non-delivered item *again* if I dont send it back,@172254 Were you able to contact us directly? What exactly was advised? ^PK
2385201,"@115850 I tried contacting for an issue and notification I received is, You have been blocked by our customer service. Worst Service.",@687457 You may reach out to our support team using the link provided here: https://t.co/2t6DQoUmNZ for any assistance.^AR
498363,"@AmazonHelp I ordered items on Wednesday evening and PAID EXTRA for 1 day shipping. Not only did the items not come Thursday. At 9:30 this morning the app said the items were delivered, though they were not actually delivered until after noon. Delivery issues are a pattern.",@233969 I'm terribly sorry to hear your delivery arrived late! Please reach out to us here: https://t.co/hApLpMlfHN so we may provide feedback to the carrier. ^RO
498365,I am trolled by @115821 on a daily basis and it’s NOT okay.,"@233969 We definitely don't want to cause you any trouble! Without posting account or order details, can you tell us more about this? ^JR"
236223,@AmazonHelp I think you're misunderstanding. IN YOUR SYSTEM IT IS LOST. IT SAYS LOST AND CONTACT YOU. I did. You supposedly resent it. IT never showed,@172254 I'd like to have a member of my team take a look at this with you. Please tell us more info here: https://t.co/ofj6gLMoYC ^AL
498368,"@AmazonHelp Upon opening the rest of the set, I found that other parts are dented, marked and the box (which is supposed to be a part of the set) is really badly cracked everywhere","@136281 I understand the frustration this has caused! If you haven't done so already, here's a link to initiate the return process: https://t.co/4p4HwPguR2 ^BV"
236231,.@115821 explain why im paying for 2-day shipping with prime but its oct. 5 &amp; my order is telling me 2-day shipping will arrive in FIVE days https://t.co/mJKBYE3kLT,"@172255 Hi there! Two-Day shipping refers to the transit time, &amp; is calculated in business days. More info: https://t.co/ZNlqqn3XZw ^WJ"
236235,@AmazonHelp @116090 my package is in transit since Oct. 3 and was supposed to arrive yesterday. hasn’t been delivered. What’s going on?,@168214 I'm sorry to hear about this delay! What is the current status of the tracking information for your order? We'd like to help! ^SD
498379,"@115821 As an exception, can you register an outside US Citizen as a business account? I have tons of product requirement for my business in my country. Let me know if you can help in this.",@233970 Please reach out to our support team here: https://t.co/TdDksLo6Mf and we'll be glad to help you. ^MK
498378,@AmazonHelp It's redirecting me to amazon.in. But i need amazon business account on https://t.co/id01moA0Jd,@233970 Sorry about that! Try this link instead: https://t.co/hApLpMlfHN ^NC
498384,@AmazonHelp @81... i sent them a request as well. this is a christmas tree. i would like to get it in time to actually use it for christmas. literally no tracking update in 2 days.,"@233971 I certainly understand your concern, Jessica! Please keep us posted! If you aren't provided with an update, please contact us by phone or chat and we'll be happy to help: https://t.co/hApLpMlfHN. ^SD"
236248,@AmazonHelp I've shared details,@172259 Please be assured we'll get in touch with you at the earliest. ^PB
236251,@AmazonHelp No communication from @AmazonHelp @115821  yet,@172259 We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. Kindly check. ^PS
236254,@AmazonHelp V r talking abt Mumbai- r u saying dt largest e-commerce player can't deliver products in a metro city like Mumbai? Contd..,@172259 I'm sorry that we couldn't yet stand up to your expectations. Delivery is subjected to the courier availability (1/3) ^SI
2595563,@AmazonHelp Delivery date is today 17th but when I check the order it hasn't been packed up for delivery yet!,"@200062 Hi Kirsty, your order can still go out for delivery today. Our delivery teams can deliver up until 9pm. Please keep us informed if there are any delays. ^PJ"
498414,"Why is @116090 such a mess? In 7 years of living in the US, I had to call @115821 only a handful of times to resolve issues. 3 months of living in Canada and I've already called @116090 at least a dozen times.","@233978 I'm very sorry for the frustration, Amirah! Have you had trouble with a recent order/delivery? Could you tell us more details about what's going on? HM"
2595566,@AmazonHelp The only issue with that is that the delivery address is my work place and I am now going to have to stay at work until 9pm!! Not a happy customer!!!,"@200062 Hey Kirsty, if you address is marked as commercial your order will be delivered to you by 5 PM. Sometimes orders do go out for delivery later on in a day and they do get delivered on time. ^MA"
498417,@AmazonHelp Siempre lamentan y nunca me resuelven. Pues que me dicen que me regresan la llamada para ver lo de una devolución y no me llaman,"@233979 Entiendo, En este caso, para poder hacer un reporte te recomiendo que puedas enviarnos toda la información por medio del siguiente enlace: https://t.co/lFwwV5Aa8g ^KA"
498419,@116875 el peor servicio!! No saben donde quedo un reembolso que me tenían que hacer y aparte sus ejecutivos se comprometen al 100 para darme solución y ninguno me regresa la llamada 😡🤬,"@233979 Hola, Eder. Lamento los inconvenientes. Sin compartir información personal o de tu cuenta, ¿podrías darnos más detalles sobre lo ocurrido? ^CR"
498425,Hola @116928 y @AmazonHelp porque en mi lista de deseos me salen un producto con un precio y cuando lo quiero llevar a la cesta me dice que no existe? Tenemos un bug? https://t.co/JIfZj6RMjn,"@233981 ¡Hola, Victor! Según la imagen que nos enviás nos indica que el producto ya no se encuentra disponible, por lo que no se puede llevar ningún proceso a cabo. ^DS"
1547016,@AmazonHelp Okay. Please don't place the replacement without the concern of the costumers. It is problematic if we want refund. And time consuming too.,@254045 I'll surely pass on your comments to our concerned team internally. ^SH
1547018,"@171152 
In case of refunds, it takes so long and is harassing.
@4167  is the best in terms of refunds. Get the service like them.",@254045 Sorry to know you haven't received the refund yet. Do let us know more about what went wrong? We'll look into it. ^PS
1284876,アマゾンから初めて不良品が来た,@420559 ご迷惑をおかけしております。お届けした商品に問題があった場合は、お手数ではございますが、こちらのヘルプページをご参照のうえ、交換・返品のお手続きをお願いいたします。https://t.co/GUqhwc57lq RI
498446,"@AmazonHelp Amazon prime was automatically done. I need my money back because I did not want that,","@233984 I'm sorry for the unexpected charge! You can cancel the membership here: https://t.co/ZwzMgU7KMs If no benefits have been used, canceling will initiate a refund of the membership fee. I hope this helps! ^ZW"
498468,@115821 someone is posting product reviews from my account? I don't know who is logged in or where they are ... help?,@233990 Thank you for bringing this to our attention; we'd like to help however we can. Please contact our support team so we can have a chance to review your account details with you: https://t.co/hApLpMlfHN ^WM
498471,@AmazonHelp En amazon.es,@233991 Roser ¿Podrías indicarnos si el producto  es vendido directamente por Amazon o si ha sido vendido por un vendedor externo? ^ PC
498470,@AmazonHelp Vendido por Amazon EU,"@233991 Gracias por la información Roser. Ya que a través de este medio no tenemos acceso a tu cuenta, te recomendamos contactar a nuestro departamento de Servicio al Cliente en el siguiente enlace: https://t.co/OjvUxwnzPe para que puedan revisar con detalle. 
 ^ PC"
2808440,.@AmazonHelp https://t.co/EJiTKLLZDB,@119350 We've received your details and we will reach out to you soon. ^GK
1022764,My @115821 package was left in the driveway in pouring rain instead of under the covered front door.  Not cool delivery guy. :/ #wetbox https://t.co/LFxwjy8ZP6,@362025 'm sorry your order was left out this way! Was anything inside of your package damaged? ^VS
1022767,@116935 @AmazonHelp @44853 der einzel Stream #BVBRBL ist sehr leise hab mein Tablet schon auf volle Lautstärke 🤔,"@362026 Hast du es schon auf einem anderen Gerät ausprobiert, z. B. Smartphone oder PC? ^BL"
498486,"@AmazonHelp Excusez moi ça fait la deuxième fois que ma commande doit arrivé en retard, c'est assez dérangeant quand on sait que j'ai amazon prime et que la livraison doit être assuré le jour de la sortie du produit J'aimerais que mon problème soit réglé et que je sois dédommagé","@233996 Bonsoir, je suis désolée d'apprendre cela. Quel est le transporteur qui prend en charge votre livraison? S'agit-il du même transporteur que la première commande s'il vous plaît? ^BR"
498492,"I am getting a little tired of @115821 shipping high $$ items by slapping a label on the retail box. 2 weeks ago it was a $200 headphone today a $180 sound card. but a $12 pet comb, that gets a box and bubble wrap.","@233997 Thank you for that, your feedback is valuable to us.  Please tell us more here: https://t.co/TH7UAFZey5 ^CH"
1022780,"The wildly fluctuating prices on @115850 just goes to show how dodgy the whole business is. 400 bucks on Thursday, 108 today. SALE :S",@362028 Constantly changing marketplace and our efforts to offer you the lowest price may result in fluctuations in our prices. ^VN(1/2)
1022797,"@AmazonHelp Thank you - I have followed it. Please note: it is coming up with the changed email, mine is in the message.","@362032 We're happy to help out any way we can, Ben! Keep us posted if you need us! ^FR"
498512,@AmazonHelp Nope I haven't. Please check the order in my account,@234001 We'll not be able to access your account over social platform. Please reach out to our support team here: https://t.co/TdDksLo6Mf and we'll be glad to help you. ^SD
1284951,@116618  Requesting more uncensored version for Kollywood  #Thupparivaalan,@420572 Thank you for watching prime video's. Kindly stay tuned to our website for more updates. ^RD
1022809,@115850 yeah purchased #AmazonPrime membership to enjoy more exciting offers https://t.co/uI13PHVMYV,@362036 Congratulations!  We have lots in store for you this festive season. ^CB
498530,@116316 Lorem ipsum in action! 😁 #placeholder #html #text  #webpage #website #lorem #ipsum #publishing https://t.co/7m5Per0dzY,"@177330 Lorem ipsum dolor sit amet, consectetur adipisici elit, sed eiusmod tempor incidunt ut labore et dolore magna aliqua... 
Hast du mir mal einen Link, dann geb ich das weiter ;) Gruß ^AN"
498529,@AmazonHelp Na aber klar doch! 😊 https://t.co/ntwgtwQtFA,"@177330 Danke für den Hinweis, Benny! Wir geben es weiter zur Überprüfung. ^LN"
498533,Eccoloooo😍 #Kindle @115821 @117634 https://t.co/JKBiHowgZU,@234003 Buona lettura. 😉 ^BC
498544,@AmazonHelp when uidai already shared that not to share adhar card number then why r u asking again n again. https://t.co/yYVfMyhPXv,"@234006 We seek Aadhar information as authentication is a must for any investigation. Aadhar card is preferred since it’s the most ubiquitous ID, we also accept other Govt approved IDs such as passport or pan card. We are committed to secure all our customer’s data. ^MJ"
1022876,@115850 The order never came to my address and now i am seeing this. Please see this issue as it is currently in my city i think. https://t.co/CEfA7KDzLW,"@266920 Sorry about the trouble with the delivery of your order, Hardik. (1/2) ^HD"
1022886,@AmazonHelp Yes this is issue.. Please solve it.,"@362051 Sorry to know about this, Navneet. Please reach us from here: https://t.co/rS49hgaADF we'll assist you. ^SV"
1022889,"@115850 the worlds pathatic delivery from amazon i wont expect this thing from you 
My order no is 237280295936 i want my product today",@199574 I'm sorry for the hassle. Please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SS (1/2)
1809330,"@AmazonHelp I reset the password to my account but it just says the password is incorrect please help
email- __email__",@349790 Account Specialists regarding the status of your account? 2/2 ^GG
1968402,"Amazonで買ったの届いたぞ
監獄学園27巻
サタノファニ3巻 https://t.co/AcqadffW1s",@583225 ご利用ありがとうございます。(･∀･) ET
1022910,@AmazonHelp I just downloaded it and it works pretty well!,@362054 Great! Very glad to hear it! Enjoy!! 😁 ^LB
1547229,@115830 Not sure how 3 days to deliver an item is considered Prime service. #badservice #nextdaydelivery,@479066 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM
1547233,@AmazonHelp I have a query regarding amazon pay. Tried calling you but not connecting,@479067 Alternatively you may use email or chat option to connect with us. 2/2 ^SB
1547234,Couldn’t connect with @115850 customer care service,@479067 Sorry about that. May I know what's the error you're getting ? ^MM
1968404,"@115850 hi, I placed an order last night with additional fee for it to be delivered this morning. Now the track page says it'll be delayed and delivered between 8-11th Nov. May I please request a refund of the fee? Thanks.","@487772 Hi, sorry for the delay. You may request the refund by contacting us here: https://t.co/rS49hgaADF  ^SC"
1547245,"prime now凄い
店員の位置情報まで出てる…！笑",@479071 |ω・).｡oO( ご利用ありがとうございます・・・！無事届きますように！） SK
2595836,"@AmazonHelp I was originally told to reach out to you over email by live support. I have now sent three messages, up to 48 hours apart, each time receiving an automated reply promising to be contacted within 6 hours. What guarantee do I have I will even get to talk to anyone this time?","@735011 Hi Casey, apologies. Please contact us by chat: https://t.co/2n73phHPtG. ^JJ"
1285138,知らないだけで本当にAmazonからだったらごめーんね,"@420610 失礼します、Amazon公式です。ご認識のとおり、こちらのメールは当サイトからお送りしたものではありません。
ご確認いただいたヘルプページにも記載しているように、当サイトの名をかたるフィッシングやなりすましメールが増えているようです。ご注意ください。 RI"
1968406,"Thanks for the bait-n-switch on 2-day Prime shipping @115821. Six years of membership is long enough, time to move on #scam","@583226 sorry to hear that, what happened? ^AS"
236575,Just got my first and last order from @115821. How hard is it to send the correct item?,"@172342 Terribly sorry about your first experience with us, Jordan! W/o sharing personal info, what happened? ^JZ"
236581,"""Please be rest assured you will receive your beta code today without any issues"" @115821 sent an invalid code ffs #StarWarsBattlefrontII","@163211 Oh no! We're here to help! If the code is not working, please visit https://t.co/HYUoS6Vkr2 more info. Keep us posted!^AL"
236591,@115851 @115850 can I use two gift card for a single order??😁,"@172345 Hi, you can add them to your pay balance and then place the order. ^HN"
236595,@115821 I will never be in in the day as I work so stop delivering next day and leave with a neighbour #isitthathard,@172346 Hi there! We'd love to help out in any way we can. Have you set up your Safe Place here: https://t.co/K8vLv5imky? ^WJ
236610,"Bon, pour commencer, FÉLICITATIONS @115821 ! Niveau écologie, vous vous posez là ! https://t.co/Pg48KMcCBq","@172350 Bonjour, ravie d'apprendre que vous avez reçu le colis.
Vous pouvez évaluer l'emballage, via: https://t.co/fgvoz7708P ^FT"
236616,@AmazonHelp Am looking for quality service# please help,@172352 Kindly share your details via the link that we've shared above. We'll be happy to help. ^SG
2858061,@AmazonHelp Sometimes kids get password and buy apps on kindle. Sometimes stuff is in cart and I want to use different card. Sometimes things like prime auto charge without warning and cause real problems. All problems would be solved if I had option for you to not store my cc info to charge,"@345090 In the future, if you ever see any unknown charges on your account, please reach us directly so we can investigate this with you here: https://t.co/hApLpMlfHN ^DW"
236623,@AmazonHelp @4088 @15471 @2517 ....  have not recevd any email or call. No1 revrtd with anything. Pathetic service. Dupng cstmers,@172352 We have not yet received any details from your end. Please share the details from here: https://t.co/VNUITkunAc to assist. ^HR
2858067,@AmazonHelp I've already talked to someone about the order. I want to talk about how to make sure this doesn't keep happening with future orders. Is this still the right avenue?,@794300 Yes. Please provide your contact information using the link supplied by DD. This will allow us to escalate the issue directly to the logistics team.  ^LJ
236628,Vaya cosita guapa que me ha traído hoy @116928 @30249 👌👌 https://t.co/qFOHGWUtme,"@172354 Nos alegra saber que ya lo recibiste, Alex 😊 Excelente opción, ¡que lo disfrutes! ^LG"
236631,"@AmazonHelp I’ve literally just watched this come through my door, why couldn’t your driver knock and deliver? https://t.co/sch3O8zW6l",@172355 Oh no! That's not what we want to see. Reach out to us here: https://t.co/JzP7hlA23B so we can look into available options.^ZW
2858076,@115850 @AmazonHelp I didn't know that ordering car speakers from u would be a night mare for me..they didn't deliver the item but I received a delivery confirmation msg..had to go to ware house to confirm the same..the item was right infront but they denied to hand over..,"@794301 I'm sorry for the poor experience you have had with this order delivery, not all courier facilities accept collection of shipments at their warehouse, call us here: https://t.co/vlvfJr4nN9 &amp; we'll get this fixed. ^MJ"
236638,Delayed Delivery even though when the product was to arrive yesterday #amazonstrikesback #Amazon @AmazonHelp @115850,@172356 We apologize for the delay. Allow our support team to investigate . You can report this here: https://t.co/R3EfhzgU8B ^CB.
236643,"@AmazonHelp 1. Please confirm whether model name is '320S-14IKB 80X400CLIN' or '320S-14IKB 80X400CKIN'
2. Also confirm Screen Resolution of this product",@172140 You can speak to our support team over a call. They can guide you though. Do keep us posted. ^CB
2858085,"@AmazonHelp The post office is saying that they can’t do anything until they get the package at the very earliest. If the package is stolen from my doorstep, will Amazon replace it?","@185133 As issues like these are worked with on a case by case basis, we're not able to speculate on what we may be able to do. If you don't receive your order, please reach us by phone or chat for available options: https://t.co/hApLpMlfHN ^LR"
2071660,"@115821 rouge delivery guy,  feels thowing packages upstairs is Ok, he needs removed. PM me 4 details. 2nt left box in Apt complex driveway!",@612695 I'm sorry for the poor experience! Who is the carrier listed here: https://t.co/Y5jpI9gRhE? You can send us a DM below. ^KB https://t.co/1XyLaGkcaN
2858099,"@AmazonHelp Short answer is YES, I switched browsers. Same result.",@794304 Have you seen if there are other offers for the item from other sellers? ^GM
2858108,@AmazonHelp I've emailed the customer service team. Surprised that it can't be delivered as 8am-7pm the shop is open!!!,"@794307 Please keep us updated on this delivery. If you'd like us to look into this in real time, please contact us by phone or chat. ^RR"
236672,"@AmazonHelp Oui mais 48h par la plate-forme logistique était le délai maximal... là, ça fait plus de 72h et rien ne bouge. :(",@172362 Je vais tout de suite informer ma collègue afin qu'elle vous donne une réponse demain matin grand maximum ! ^AR
236674,@AmazonHelp Toujours pas de réponse de votre part.... :(.  Connaissez-vous l’expression “service client” ?,@172362 J'informe de suite la personne en charge ^SN
2858115,@AmazonHelp No. Helpfully the app is just saying that my delivery was expected by today. https://t.co/RjF5px2uha,"@794308 I'm sorry for the delay! We'd love to take a closer look into this, but are unable to access your Amazon account through Twitter. If you have a moment, please contact us by phone or chat: https://t.co/JzP7hlA23B ^LR"
236681,@AmazonHelp @115821 Aucune réponse.... si seulement votre livreur n’avait pas bloqué ma boîte aux lettres,"@172362 Je vous prie de patienter le temps que l'équipe concernée reviendra vers vous, et je vous confirme 1/2"
2858130,"@AmazonHelp I've been transferred three times, I just gave up on the live chat, mind helping please? https://t.co/NuNxdYXq9B","@794311 Hey there! With Twitter, we have no access to any account or order information. Is the item you're seeing advertised sold and shipped by the same seller? What options were provided on the chat? Please, let us know. We're here to help if we can! ^JE"
236692,@115850 payment sucks. Shopped 4 3K #amazon charged card 6.5K then cancelled order as failed payment @3021 say #amazon claimed amt,@172363 I'm sorry for the trouble. Please get in touch with us: https://t.co/vlvfJr4nN9 we'll check it for you. ^AU
236694,@AmazonHelp,@172364 I'm sorry for the trouble w/ your account! We'd like to take a closer look into this with you here: https://t.co/hApLpMlfHN ^KP
